food_code,food_name,food_name_eng,food_name_sci,food_group_code,food_group_name,food_subgroup_code,food_subgroup_name,food_subsubgroup_code,food_subsubgroup_name,source_file,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
25936,"Soup, mushrooms, dehydrated and reconstituted","Soup, mushrooms, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,158.0,37.8,158.0,37.8,91.3,0.65,0.65,4.37,1.79,0.63,0.1,,0.1,0.2,0.1,0.1,2.3,0.82,0.0,1.06,0.0,0.0,0.73,0.6,0.15,0.005,0.005,0.005,0.005,0.005,0.017,0.66,0.058,0.6,0.15,0.005,0.005,0.005,0.005,0.87,0.79,10.0,512.0,0.02,0.02,10.0,2.5,0.03,9.51,48.0,10.0,311.0,0.07,10.5,14.7,0.125,0.24,0.4,,0.25,0.03,0.034,0.37,0.16,0.033,8.25,0.028
25942,"Soup, onions, dehydrated and reconstituted","Soup, onions, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,101.0,24.0,101.0,24.0,94.1,0.58,0.58,4.37,0.4,1.3,,,,,,,,0.31,0.0,1.03,0.0,0.0,0.23,,,,,,,,,,,,,,,,,,0.79,20.0,517.0,0.043,,1.0,5.26,0.043,0.01,56.7,1.675,318.0,0.083,,,,,,,,,,,,,,
25945,"Soup, pumpkin, prepacked, to be reheated","Soup, pumpkin, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,150.0,35.9,150.0,35.9,91.8,0.67,0.67,4.13,1.56,2.37,0.39,,0.3,0.1,0.1,1.68,1.1,1.31,0.0,0.95,0.0,0.0,0.88,0.56,0.069,0.045,0.027,0.018,0.036,0.045,0.14,0.44,0.13,0.38,0.051,0.018,0.005,0.005,0.005,4.95,0.65,15.0,421.0,0.03,0.14,10.0,5.8,0.04,17.0,130.0,10.0,256.0,0.13,10.5,2530.0,0.0,0.51,1.03,,0.25,0.018,0.014,0.05,0.13,0.065,9.35,0.036
25947,"Broth, stock or bouillon, poultry, dehydrated and reconstituted","Broth, stock or bouillon, poultry, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,23.5,5.58,23.5,5.58,97.4,0.6,0.6,0.5,0.13,0.18,,,,,,,0.0,5e-05,0.0,1.44,0.0,0.0,0.083,0.022,0.018,,,,,0.0,0.0,0.02,0.01,,,,,,,0.0,0.78,5.0,,0.0,0.05,,1.0,0.01,0.0,10.0,0.0,312.0,0.01,1.0,0.0,,,,,0.0,0.005,0.01,0.1,0.02,0.0,1.0,0.01
25948,"Broth, stock or bouillon, vegetables, dehydrated and reconstituted","Broth, stock or bouillon, vegetables, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,22.7,5.38,22.7,5.38,98.0,0.34,0.34,0.65,0.16,0.19,,,,,,,0.2,0.0,0.0,1.0,0.0,0.0,0.14,0.011,0.0067,,,,,,,,,,,,,,,0.0,0.61,1.0,,0.0,0.1,,2.0,0.01,0.0,8.0,,240.0,,0.0,2.0,,,,,0.0,0.11,0.01,0.1,,0.0,1.0,0.0
25949,"Soup, tomato and vermicelli, dehydrated and reconstituted","Soup, tomato and vermicelli, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,91.5,21.6,91.5,21.6,92.2,0.63,0.63,4.21,0.18,0.72,0.24,,0.24,0.1,0.24,0.2,3.5,0.32,0.0,0.88,0.0,0.0,0.099,,,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.35,0.68,9.1,343.0,0.05,0.18,10.0,4.8,0.06,0.0,62.0,10.0,271.0,0.08,10.5,162.0,0.125,0.34,0.4,,0.25,0.02,0.04,1.44,1.04,0.018,11.0,
25950,"Soup, chicken and vermicelli, dehydrated and reconstituted","Soup, chicken and vermicelli, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,90.0,21.3,90.0,21.3,94.2,0.75,0.75,3.87,0.25,0.31,0.1,,0.1,0.1,0.1,0.1,3.4,0.26,0.0,0.74,0.0,0.0,0.081,,,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.72,0.68,7.2,379.0,0.02,0.1,10.0,3.5,0.05,14.0,36.0,10.0,272.0,0.1,10.5,20.7,,0.04,0.4,,0.25,0.28,0.005,0.05,0.041,0.025,,0.026
25953,"Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated","Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,134.0,31.9,134.0,31.9,,2.0,2.0,4.1,0.5,0.125,,,0.1,,0.1,0.125,,1.5,0.0,0.9,0.0,0.0,0.2,0.2,0.05,,,,,,,,,,,0.05,,,,,0.65,,,,,,,,,,,260.0,,,,,,,,,,,,,,,
25954,"Soup, pumpkin, dehydrated and reconstituted","Soup, pumpkin, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,161.0,38.3,161.0,38.3,,0.79,0.79,5.61,1.24,2.64,,,,,,,,0.76,0.0,0.7,0.0,0.0,0.61,,,,,,,,,,,,,,,,,,0.7,,,,,,,,0.01,0.01,,279.0,,,,,,,,,,,,,,,
25955,"Soup, Asian-style with noodles, prepacked, to be reheated","Soup, Asian-style with noodles, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,93.8,22.3,93.8,22.3,,0.7,0.7,3.4,0.5,0.5,,,,,,,,0.7,0.0,0.9,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,360.0,,,,,,,,,,,,,,,
25956,"Soup, minestrone, dehydrated and reconstituted","Soup, minestrone, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,132.0,31.3,132.0,31.3,91.3,1.14,1.14,5.53,0.34,1.07,,,,,,,,0.79,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,0.7,,427.0,,,,,,,122.0,,281.0,,,,,,,,5.0,,,,,0.06,18.0,
25957,"Soup, watercress, dehydrated and reconstituted","Soup, watercress, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,105.0,25.1,105.0,25.1,,0.42,0.42,3.95,0.8,0.31,,,,,,,,0.19,0.0,0.77,0.0,0.0,0.42,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,308.0,,,,,,,,,,,,,,,
25958,"Soup, watercress, prepacked, to be reheated","Soup, watercress, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,143.0,34.0,143.0,34.0,,1.0,1.0,5.4,0.8,0.9,,,,,,,,0.6,0.0,0.78,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,310.0,,,,,,,,,,,,,0.25,30.0,
25962,"Soup, vegetables with cheese, prepacked, to be reheated","Soup, vegetables with cheese, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,210.0,50.2,210.0,50.2,,1.34,1.34,5.09,2.51,1.62,,,,,,,,0.93,0.0,0.67,0.0,0.0,1.58,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,268.0,,,,,,,,11.0,,,,,0.3,30.0,
25963,"Soup, green vegetables, prepacked, to be reheated","Soup, green vegetables, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,140.0,33.4,140.0,33.4,90.9,1.0,1.0,3.84,1.32,0.81,0.1,,0.1,0.2,0.1,0.2,3.03,1.05,0.0,0.95,0.0,0.0,0.64,0.51,0.16,0.026,0.02,0.013,0.026,0.033,0.099,0.33,0.092,0.44,0.13,0.03,0.005,0.005,0.005,3.52,0.7,24.0,423.0,0.02,0.27,10.0,7.1,0.06,24.0,120.0,10.0,280.0,0.18,10.5,177.0,0.125,0.28,16.5,,9.0,0.17,0.042,0.53,0.22,0.25,27.5,
25964,"Soup, green vegetables, dehydrated and reconstituted","Soup, green vegetables, dehydrated and reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,146.0,34.8,146.0,34.8,91.8,0.72,0.72,5.31,1.07,1.07,0.1,,0.1,0.1,0.1,0.2,3.3,0.54,0.0,0.85,0.0,0.0,0.71,0.23,0.075,0.005,0.005,0.005,0.005,0.057,0.036,0.56,0.057,0.23,0.075,0.005,0.005,0.005,0.005,0.35,0.66,12.0,446.0,0.02,0.11,10.0,3.0,0.03,15.0,50.0,10.0,264.0,0.09,10.5,10.5,0.125,0.18,2.82,,6.15,0.05,0.014,0.15,0.072,0.033,7.6,
25965,"Soup, split peas, prepacked, to be reheated","Soup, split peas, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,238.0,56.7,238.0,56.7,,2.68,2.68,6.25,1.98,1.02,,,,,,,,1.6,0.0,0.7,0.0,0.0,0.67,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,279.0,,,,,,,,,,,,,,,
25967,"Soup, gazpacho, cold, prepacked","Soup, gazpacho, cold, prepacked",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,137.0,32.8,137.0,32.8,91.1,0.65,0.65,3.38,1.62,2.32,1.2,,1.12,0.1,0.1,0.1,0.175,1.04,0.0,1.13,0.0,0.0,0.27,,0.16,0.0015,0.005,0.005,0.005,0.005,0.005,0.21,0.059,0.005,0.14,0.02,0.005,0.005,0.005,,0.75,11.0,468.0,0.04,0.11,10.0,8.9,0.06,25.0,210.0,10.0,293.0,0.1,,291.0,0.125,1.31,52.6,,1.98,0.005,0.02,0.56,0.093,0.041,2.5,
25968,"Soup, asparagus, prepacked, to be reheated","Soup, asparagus, prepacked, to be reheated",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,551.0,133.0,551.0,133.0,,4.6,4.6,4.7,10.4,2.9,,,,,,,,1.0,0.0,0.98,0.0,0.0,5.1,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,
25969,Soup (average),Soup (average),,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,157.0,37.4,157.0,37.4,90.7,1.27,1.27,4.5,1.37,1.6,0.42,,0.4,0.15,0.11,0.72,2.1,1.02,0.0,1.05,0.0,0.0,0.57,0.54,0.18,0.022,0.014,0.0096,0.018,0.023,0.074,0.29,0.085,0.39,0.11,0.03,0.005,0.0087,0.011,7.47,0.75,27.8,454.0,0.04,0.27,16.5,7.19,0.064,24.9,108.0,9.35,296.0,0.18,15.2,1090.0,,0.48,6.98,,5.04,0.05,0.036,0.49,0.23,0.1,15.8,0.24
25972,"Miso soup, dehydrated, reconstituted","Miso soup, dehydrated, reconstituted",,1,starters and dishes,102,soups,0,-,ciqual_2020.csv,72.4,17.1,72.4,17.1,94.6,1.38,1.38,2.18,0.25,0.69,0.1,,0.69,0.1,0.1,0.1,,0.25,0.0,1.29,0.0,0.058,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,,1.1,18.0,661.0,0.06,0.19,70.0,6.9,0.08,19.0,49.0,10.0,438.0,0.11,,,0.125,0.26,1.15,,,0.0075,0.005,0.05,0.068,0.005,16.5,1.98
8601,Caen-style tripe,Caen-style tripe,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,487.0,116.0,487.0,116.0,74.0,20.4,20.4,0.3,3.68,0.0,0.1,,0.1,0.1,0.1,0.1,0.3,0.0,0.0,1.5,0.0,0.0,1.29,1.12,0.18,0.0032,0.0032,0.0017,0.0032,0.0052,0.071,0.63,0.57,1.0,0.086,0.011,,,,119.0,1.06,23.0,,,1.1,6.0,6.4,,,42.5,,423.0,0.64,,,,0.47,,,0.0,0.02,,0.37,0.42,0.023,,1.2
8602,"Caen-style tripe, prepacked","Caen-style tripe, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,469.0,112.0,469.0,112.0,77.9,18.4,18.4,0.7,3.62,0.5,,,,,,,,1.25,0.0,1.1,0.0,0.0,2.1,,,,,,,,,,,,,,,,,,1.03,23.6,,,0.9,,6.6,,,34.6,,421.0,2.1,,,,,,,,,,,,,,
8612,Provencal-type tripe (with tomato),Provencal-type tripe (with tomato),,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,396.0,94.1,396.0,94.1,76.6,15.7,15.7,0.6,3.2,0.2,,,0.1,,0.1,0.2,,0.0,0.0,1.43,0.0,0.0,1.64,1.28,0.14,0.005,0.005,0.005,0.005,0.005,0.1,0.89,0.65,1.28,0.1,0.02,,,0.005,,1.23,,751.0,,,,,,,,,492.0,,,,,,,,,,,,,,,
25001,Veal stew in white sauce,Veal stew in white sauce,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,474.0,113.0,474.0,113.0,75.1,15.4,15.4,3.1,4.0,0.3,0.1,,0.1,0.1,0.1,0.3,1.9,0.8,0.0,1.25,0.0,0.32,2.03,1.36,0.26,0.06,0.04,0.02,0.04,0.06,0.25,1.0,0.5,1.18,0.21,0.02,0.03,0.005,0.005,56.6,0.74,15.0,432.0,0.07,0.92,10.0,12.0,0.04,110.0,190.0,10.0,295.0,3.2,10.5,736.0,0.125,0.37,2.55,,0.25,0.062,0.047,1.77,0.33,0.074,23.3,1.59
25033,Burgundy-style beef stew,Burgundy-style beef stew,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,355.0,84.6,355.0,84.6,78.4,8.93,8.93,4.17,3.3,1.57,,,,,,,1.3,1.25,0.0,1.36,0.0,0.0,0.88,1.18,0.44,0.025,0.0025,0.0025,0.004,0.006,0.044,0.52,0.27,0.71,0.22,0.022,,,0.005,64.0,0.88,16.9,409.0,0.053,1.75,3.8,13.3,0.054,215.0,230.0,1.29,354.0,2.91,10.0,,0.5,0.6,,,0.8,0.07,0.1,2.3,0.3,0.23,11.0,0.6
25035,"Sauté of lamb w curry, prepacked","Sauté of lamb w curry, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,,,,,73.5,10.5,10.5,,13.9,,,,,,,,,1.0,0.0,1.7,0.0,0.0,6.7,,,,,,,,,,,,,,,,,,1.29,17.5,,0.07,2.15,,13.3,0.04,181.0,200.0,,514.0,2.77,,,,,,,,,,,,,,
25058,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.) , prepacked","Duck with sauce (green pepper sauce, hunter-style sauce,etc.) , prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,605.0,145.0,605.0,145.0,,9.55,9.55,10.2,7.3,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25063,"Rabbit with mustard sauce, prepacked","Rabbit with mustard sauce, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,453.0,108.0,453.0,108.0,,14.9,14.9,0.5,5.0,0.5,,,,,,,,0.8,0.0,1.2,0.0,0.0,2.1,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,480.0,,,,,,,,,,,,,,,
25121,Cockerel in red wine sauce,Cockerel in red wine sauce,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,555.0,133.0,555.0,133.0,,13.0,13.0,4.0,7.0,1.0,,,,,,,,0.9,0.0,1.35,0.0,0.0,1.0,3.87,1.75,,,,,,,,,,,,,,,65.0,1.05,14.0,,0.03,1.3,3.3,16.0,0.14,128.0,145.0,0.11,420.0,0.21,,0.0,0.04,0.48,,,1.5,0.07,0.19,3.7,0.74,0.17,31.0,1.4
25125,Veal olive or veal paupiette,Veal olive or veal paupiette,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,801.0,193.0,801.0,193.0,64.1,14.5,14.5,2.6,13.8,0.41,,,,,,,2.19,0.2,0.0,1.74,0.0,0.0,5.45,3.05,1.28,,,,,,,,,,,,,,,63.3,1.26,27.6,,0.088,1.0,5.54,37.2,0.18,133.0,272.0,3.26,510.0,1.25,24.9,1160.0,0.1,0.68,,,1.34,0.084,0.14,3.51,0.59,0.28,14.3,0.41
25126,Poultry paupiette,Poultry paupiette,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,691.0,164.0,691.0,164.0,64.2,23.9,23.9,8.8,3.4,,,,,,,,2.97,1.17,0.0,1.51,0.0,0.0,0.65,1.63,0.81,,,,,,,,,,,,,,,59.6,1.05,27.6,,0.083,1.03,5.4,38.6,0.18,130.0,264.0,6.08,251.0,1.09,26.1,1160.0,0.14,0.69,,,1.33,0.082,0.11,3.97,0.56,0.31,13.8,0.28
25172,Meat in sauce (average),Meat in sauce (average),,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,436.0,104.0,436.0,104.0,77.1,11.3,11.3,3.65,4.6,1.34,,,,,,,1.71,1.08,0.0,1.3,0.0,0.39,1.8,1.51,0.63,0.047,0.029,0.044,0.041,0.16,0.19,0.83,0.35,1.24,0.52,0.028,0.02,,0.005,49.8,0.85,17.1,471.0,0.064,1.13,7.06,14.2,0.07,142.0,198.0,6.17,341.0,2.4,12.1,542.0,0.23,0.81,,,1.27,0.061,0.067,2.61,0.42,0.16,14.8,0.74
25174,Chicken with curry and coconut milk sauce,Chicken with curry and coconut milk sauce,,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,517.0,124.0,517.0,124.0,75.2,10.6,10.6,3.15,6.9,1.49,0.37,,0.45,0.22,0.1,0.45,1.65,1.1,0.0,1.56,0.0,,3.03,2.06,1.37,0.08,0.06,0.13,0.12,0.56,0.44,1.19,0.38,1.86,1.3,0.05,0.02,0.005,0.005,37.3,1.07,18.0,625.0,0.05,0.51,10.0,18.0,0.12,110.0,210.0,10.0,427.0,0.44,21.3,412.0,0.125,1.65,3.22,,2.51,0.032,0.005,4.08,0.62,0.17,17.5,0.15
25175,"Molokhia, jute and beef-based meal, home-made","Molokhia, jute and beef-based meal, home-made",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,783.0,189.0,783.0,189.0,67.7,10.6,10.6,1.2,14.7,1.2,,,,,,,0.0,4.7,0.0,1.6,0.0,0.0,,,,,,,,,,,,,,,,,,23.0,0.93,51.3,,0.04,2.4,2.8,30.6,0.05,88.0,228.0,2.1,373.0,2.0,0.0,143.0,0.0,5.1,,,1.5,0.03,0.14,1.36,0.32,0.12,20.0,0.66
25200,"Devilled pork shoulder in mustard sauce, prepacked","Devilled pork shoulder in mustard sauce, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,501.0,120.0,501.0,120.0,,13.5,13.5,2.08,6.07,1.38,,,,,,,,1.45,0.0,2.25,0.0,0.0,2.2,,,,,,,,,,,,,,,,,,2.25,,,,1.0,,,,,,,901.0,,,,,,,,,,,,,,,
25201,"Beef tongue with Madeira wine sauce, prepacked","Beef tongue with Madeira wine sauce, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,746.0,180.0,746.0,180.0,,9.5,9.5,4.5,13.5,2.5,,,,,,,,1.0,0.0,1.08,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,430.0,,,,,,,,,,,,,,,
25207,"Pork with caramel sauce, prepacked","Pork with caramel sauce, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,569.0,136.0,569.0,136.0,70.7,10.0,10.0,11.4,5.4,7.9,1.8,,2.7,0.1,0.7,2.7,1.3,0.7,0.0,1.84,0.0,0.0,1.44,2.2,1.27,0.005,0.005,0.005,0.005,0.005,0.048,0.94,0.45,1.97,1.21,0.056,0.0094,0.005,0.005,29.0,1.34,9.9,805.0,0.04,0.49,10.0,12.0,0.11,94.0,160.0,10.0,536.0,1.1,10.5,64.5,0.125,0.62,1.5,,0.25,0.19,0.034,1.93,0.31,0.094,9.1,0.27
25211,"Meat balls, beef, with tomato sauce, prepacked","Meat balls, beef, with tomato sauce, prepacked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,487.0,117.0,487.0,117.0,,9.0,9.0,5.5,6.5,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25213,"Veal paupiette, prepacked, cooked in oven","Veal paupiette, prepacked, cooked in oven",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,1150.0,276.0,1150.0,276.0,54.8,22.0,22.0,0.48,20.5,0.3,0.1,,0.3,0.1,0.1,0.1,0.175,0.9,0.0,1.81,0.0,0.0,8.19,8.77,2.51,0.005,0.005,0.005,0.005,0.03,0.4,4.71,2.88,7.77,2.07,0.23,0.07,0.005,0.005,89.5,1.07,24.0,558.0,0.07,0.94,10.0,18.0,0.03,180.0,260.0,10.0,428.0,2.3,10.5,,0.125,0.04,0.87,,1.62,0.16,0.071,3.83,0.59,0.22,11.9,1.61
25538,"Beef carpaccio, w marinade","Beef carpaccio, w marinade",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,1120.0,271.0,1120.0,271.0,57.0,15.2,15.2,0.55,23.0,0.5,,,,,,,0.0024,0.36,0.0,2.04,0.0,0.0,7.38,10.0,4.0,,,,,,,,,,,,,,,55.6,1.12,112.0,,0.1,1.84,9.12,22.6,0.064,187.0,242.0,5.84,437.0,2.79,23.6,98.3,0.38,3.18,,,5.87,0.088,0.17,2.11,0.28,0.27,12.0,2.04
25565,"Yakitori (grilled meat on skewers, Japanese-style, with sauce)","Yakitori (grilled meat on skewers, Japanese-style, with sauce)",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,727.0,172.0,727.0,172.0,58.8,26.0,26.0,9.3,3.3,6.6,1.1,,1.4,0.1,0.2,3.9,1.3,0.6,0.0,2.02,0.0,0.0,1.2,1.18,0.78,0.005,0.005,0.01,0.005,0.07,0.04,0.64,0.16,1.18,0.68,0.07,0.03,0.005,0.005,86.6,1.19,9.8,706.0,0.06,0.61,10.0,31.0,0.15,220.0,340.0,10.0,475.0,1.5,10.5,10.5,0.125,0.5,0.4,,,0.09,0.042,7.69,1.36,0.25,31.8,0.41
25585,"Beef on skewer, with vegetables (onion, sweet pepper…), cooked","Beef on skewer, with vegetables (onion, sweet pepper…), cooked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,583.0,139.0,583.0,139.0,69.2,21.9,21.9,0.33,5.2,,,,,,,,,1.5,0.0,1.83,0.0,0.0,1.8,2.35,0.71,0.005,0.005,0.005,0.005,0.005,0.08,1.03,0.64,2.03,0.51,0.12,0.04,0.005,0.005,60.2,0.86,23.0,445.0,0.1,2.4,10.0,25.0,0.08,200.0,430.0,10.0,345.0,4.4,10.5,,0.125,0.65,3.71,,10.8,0.041,0.14,4.72,0.54,0.31,19.8,1.94
25586,"Poultry on skewer, with vegetables (onion, sweet pepper…), cooked","Poultry on skewer, with vegetables (onion, sweet pepper…), cooked",,1,starters and dishes,103,dishes,10301,"meat dishes, no garnish",ciqual_2020.csv,576.0,137.0,576.0,137.0,68.0,23.1,23.1,1.39,4.0,,,,,,,,,1.5,0.0,2.05,0.0,0.0,1.02,1.69,0.99,0.005,0.005,0.005,0.005,0.02,0.03,0.73,0.24,1.48,0.87,0.09,0.03,0.005,0.005,76.9,0.75,13.0,465.0,0.05,0.61,10.0,33.0,0.1,230.0,520.0,10.0,299.0,1.1,10.5,,0.125,0.74,2.41,,8.49,0.071,0.07,8.91,1.71,0.47,88.3,0.7
25009,"Shepherd's pie or cottage pie with meat, prepacked","Shepherd's pie or cottage pie with meat, prepacked",,1,starters and dishes,103,dishes,10302,"meat dishes, with starchy food",ciqual_2020.csv,577.0,138.0,577.0,138.0,73.6,5.99,5.99,9.39,8.22,1.47,0.18,,0.18,0.94,0.1,0.16,,1.43,0.0,1.39,0.0,0.0,4.7,2.75,0.41,0.1,0.059,0.045,0.096,0.14,0.54,2.29,0.8,2.44,0.38,0.025,0.0033,0.00089,8.2e-05,20.0,0.83,59.6,482.0,0.079,0.71,4.55,17.5,0.087,45.5,184.0,5.0,322.0,1.2,45.9,0.0,0.1,0.2,,,0.65,0.02,0.07,,,0.08,5.71,0.42
25029,Couscous w mutton,Couscous w mutton,,1,starters and dishes,103,dishes,10302,"meat dishes, with starchy food",ciqual_2020.csv,626.0,149.0,626.0,149.0,68.9,8.31,8.31,12.2,7.2,1.38,,,,,,,10.8,1.3,0.0,1.4,0.0,0.0,,,,,,,,,,,,,,,,,,17.5,0.81,31.6,607.0,0.1,1.24,3.0,23.2,0.19,95.4,187.0,,322.0,1.22,0.0,724.0,0.14,0.4,,,5.0,0.075,0.075,1.7,0.3,0.11,18.0,0.5
25043,"Couscous with meat or chicken, light, prepacked","Couscous with meat or chicken, light, prepacked",,1,starters and dishes,103,dishes,10302,"meat dishes, with starchy food",ciqual_2020.csv,382.0,90.7,382.0,90.7,72.9,5.9,5.9,11.5,1.9,2.1,,,,,,,9.4,2.0,0.0,1.65,0.0,0.0,0.4,0.75,0.59,,,,,,,,,,,,,,,16.0,0.7,22.0,,,0.78,2.3,17.0,0.16,88.0,148.0,,300.0,,34.0,779.0,0.04,0.97,,,7.0,0.07,0.07,2.0,0.3,0.13,18.0,0.04
