food_code,food_name,primarysource,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,source_file
BFP011,Hot chocolate,bfp_manual,90.01,9.02,3.43,4.61,8.86,0.0,2780.89,1265.72,148.24,0.02,113.63,101.74,14.99,36.04,135.43,0.33,0.22,0.91,0.0,0.06,0.0,0.61,0.04,0.23,0.0,0.0,0.01,0.0,7.04,0.03,0.11,0.11,0.34,0.04,2.35,7.04,1.9,189.02,tea cup,BFP011.json
BFP013,Cold coffee (with cream),bfp_manual,82.76,11.98,1.93,3.29,11.91,0.0,2024.31,885.15,103.83,3.29,64.43,54.79,8.58,15.35,107.04,0.14,0.03,0.56,0.0,0.03,0.0,0.2,17.43,0.13,0.0,0.0,0.05,0.0,3.8,0.02,0.07,0.34,0.18,0.02,1.92,3.8,1.02,105.93,tall glass,BFP013.json
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),bfp_manual,76.45,11.15,2.01,2.77,9.94,0.27,1675.03,738.37,102.71,1.3,68.3,57.37,8.6,16.63,110.88,0.14,0.04,0.55,0.0,0.05,0.0,0.21,4.01,0.15,0.02,0.0,0.26,0.0,6.1,0.02,0.08,0.11,0.27,0.08,1.33,6.1,2.06,138.46,tall glass,BFP015.json
BFP019,Flavoured milkshake,bfp_manual,66.78,8.65,2.06,2.83,8.61,0.0,1709.68,766.74,87.16,0.0,75.05,61.04,5.33,16.34,72.89,0.11,0.03,0.6,0.0,0.01,0.0,0.21,0.0,0.14,0.0,0.0,0.0,0.0,4.44,0.02,0.07,0.05,0.21,0.03,1.25,4.44,1.27,126.32,tall glass,BFP019.json
BFP024,Jal jeera,bfp_manual,30.24,6.7,0.44,0.26,5.71,0.95,22.96,107.02,77.33,0.0,24.72,11.3,12.89,215.62,76.31,0.84,0.05,0.4,0.01,0.34,0.02,0.11,0.0,0.04,1.33,0.0,5.79,0.0,3.2,0.02,0.01,0.13,0.02,0.02,0.11,3.2,1.59,411.22,juice glass,BFP024.json
BFP026,Gingo,bfp_manual,48.02,12.42,0.14,0.06,12.08,0.17,14.97,3.3,28.73,0.0,6.33,2.31,3.35,21.5,20.82,0.21,0.02,0.22,0.0,0.06,0.01,0.03,0.0,0.02,0.12,0.0,3.69,0.0,2.92,0.0,0.0,0.02,0.02,0.01,0.15,2.92,2.88,392.68,tall glass,BFP026.json
BFP027,Mintade,bfp_manual,40.32,10.59,0.03,0.02,10.47,0.03,6.3,1.31,11.27,0.0,2.1,0.64,0.85,26.69,6.0,0.05,0.01,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.03,0.0,0.77,0.0,0.82,0.0,0.0,0.01,0.01,0.0,0.06,0.82,1.49,84.27,glass,BFP027.json
BFP029,Canjee,bfp_manual,6.61,0.44,0.24,0.42,0.21,0.36,26.17,208.49,104.17,0.0,5.82,9.26,3.57,43.03,21.2,0.17,0.01,0.71,0.0,0.05,0.0,0.05,0.0,0.02,0.38,0.0,1.03,0.0,2.12,0.01,0.01,0.05,0.02,0.01,0.09,2.12,0.3,474.3,glass,BFP029.json
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),bfp_manual,6.9,0.35,0.39,0.42,0.09,0.49,31.78,200.1,107.05,0.0,6.26,11.23,4.78,41.45,38.17,0.22,0.01,0.71,0.0,0.06,0.0,0.07,0.0,0.02,0.42,0.0,1.46,0.0,5.19,0.01,0.01,0.07,0.06,0.02,0.24,5.19,4.4,19.31,glass,BFP030.json
BFP031,Potato canjee (Aloo canjee),bfp_manual,16.26,2.69,0.44,0.39,0.1,0.43,26.51,183.26,101.5,0.0,5.21,13.64,6.51,35.99,99.19,0.22,0.02,0.74,0.0,0.06,0.0,0.08,0.0,0.02,0.3,0.0,0.48,0.0,3.47,0.02,0.0,0.21,0.07,0.02,0.24,3.47,3.95,48.86,glass,BFP031.json
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),bfp_manual,78.4,10.56,2.5,2.98,7.04,0.48,1788.4,801.1,103.61,0.62,72.96,63.88,7.15,65.33,78.84,0.2,0.03,1.3,0.0,0.04,0.0,0.25,2.33,0.15,0.16,0.0,0.05,0.0,4.92,0.02,0.07,0.08,0.23,0.03,1.27,4.92,1.22,126.83,bowl,BFP036.json
BFP039,Semolina upma (Suji/Rava upma),bfp_manual,147.89,16.31,3.3,7.49,1.31,3.24,912.75,1533.31,4651.79,0.0,21.57,44.18,21.34,101.59,158.35,1.1,0.14,3.21,0.0,0.59,0.07,0.59,0.0,3.57,3.44,0.0,10.17,0.0,14.24,0.08,0.03,0.43,0.28,0.07,0.58,14.24,4.37,1276.85,bowl,BFP039.json
BFP040,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,149.11,16.88,3.11,7.45,1.4,3.21,905.42,1526.06,4622.62,0.0,20.3,41.93,21.56,101.8,138.21,0.93,0.1,3.84,0.0,0.36,0.08,0.35,0.0,3.54,2.51,0.0,10.13,0.0,11.89,0.05,0.02,0.35,0.24,0.05,0.75,11.89,4.37,1228.92,bowl,BFP040.json
BFP041,Rice upma,bfp_manual,151.27,17.96,2.63,7.46,1.13,2.12,924.25,1536.95,4631.28,0.0,17.57,48.14,19.24,101.75,131.62,0.67,0.11,1.38,0.0,0.37,0.09,0.39,0.0,3.55,1.9,0.0,10.23,0.0,11.24,0.06,0.03,0.69,0.25,0.09,0.56,11.24,4.37,1233.73,bowl,BFP041.json
BFP042,Bread upma,bfp_manual,129.51,12.6,2.8,7.75,1.56,1.96,896.02,1520.64,4590.62,0.0,45.22,39.86,18.35,176.44,130.12,0.82,0.08,2.47,0.0,0.31,0.07,0.32,0.0,3.55,1.9,0.0,9.95,0.0,14.86,0.06,0.03,0.52,0.14,0.06,0.5,14.86,4.37,1224.9,bowl,BFP042.json
BFP043,Vegetable upma,bfp_manual,146.47,16.46,4.73,6.63,1.39,4.19,934.73,1867.74,3430.7,0.0,26.68,67.04,33.55,347.02,208.3,1.35,0.19,3.75,0.0,0.63,0.12,0.78,0.0,2.39,4.82,0.0,12.86,0.0,21.42,0.12,0.04,1.04,0.36,0.09,0.86,21.42,6.12,2262.2,plate,BFP043.json
BFP044,Poha,bfp_manual,294.53,35.05,6.09,14.14,0.87,3.72,2035.87,4117.09,7340.79,0.0,37.67,139.76,66.85,377.1,333.98,3.01,0.24,2.31,0.02,0.69,0.25,1.07,0.0,5.03,3.73,0.0,13.15,0.0,21.91,0.14,0.04,2.09,0.42,0.09,0.83,21.91,12.13,842.44,bowl,BFP044.json
BFP045,Vegetable poha,bfp_manual,180.52,21.52,4.89,8.07,1.4,3.76,1165.72,2322.69,4183.58,0.0,28.01,96.29,48.59,418.02,223.09,1.92,0.19,2.28,0.01,0.54,0.16,0.81,0.0,2.85,4.13,0.0,15.45,0.0,22.28,0.11,0.05,1.35,0.37,0.09,1.02,22.28,7.37,2675.12,bowl,BFP045.json
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),bfp_manual,154.89,19.42,6.97,5.11,1.11,4.25,654.27,1003.81,3074.91,0.0,39.34,129.16,61.1,267.23,574.12,2.22,0.31,12.14,0.01,0.55,0.14,0.86,0.0,2.34,2.49,0.0,20.82,0.0,35.17,0.12,0.04,0.92,0.63,0.13,1.11,35.17,15.31,1103.75,cheela,BFP046.json
BFP047,Paneer stuffed cheela/chilla,bfp_manual,205.19,19.16,11.44,8.89,3.81,4.03,2771.41,2083.07,3356.02,0.0,151.3,202.71,64.32,289.1,464.03,2.41,0.32,18.21,0.03,0.58,0.15,1.48,0.0,2.49,2.64,0.0,21.64,0.0,54.88,0.12,0.07,0.7,0.68,0.11,5.73,54.88,9.31,1163.73,cheela,BFP047.json
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,102.83,3.76,6.1,7.02,1.95,1.53,1603.63,2060.48,2570.74,145.28,31.9,90.42,17.09,218.05,178.56,1.14,0.08,16.17,0.0,0.28,0.04,0.65,78.6,2.26,3.35,0.33,13.45,5.8,32.43,0.05,0.09,0.32,0.73,0.13,8.27,32.43,10.76,1770.17,small bowl,BFP052.json
BFP054,French omelette/omlet,bfp_manual,211.04,0.41,10.03,18.86,0.1,0.38,9846.81,5638.23,1280.56,300.44,46.35,142.38,13.26,381.85,133.09,1.58,0.07,29.84,0.0,0.1,0.05,0.95,286.47,1.41,0.29,0.62,10.4,10.74,37.93,0.05,0.15,0.11,1.11,0.13,13.59,37.93,0.7,611.11,egg,BFP054.json
BFP055,Puffy omelette/omlet,bfp_manual,188.15,0.08,8.82,16.84,0.08,0.0,8800.0,5041.45,1130.26,268.82,34.96,124.74,8.66,340.53,231.64,1.2,0.05,26.61,0.0,0.01,0.0,0.82,256.32,1.24,0.0,0.55,0.97,9.61,32.45,0.04,0.13,0.07,0.97,0.11,12.03,32.45,0.0,168.82,egg,BFP055.json
BFP056,Orange omelette/omlet,bfp_manual,194.66,1.68,8.93,16.84,1.68,0.0,8800.0,5041.45,1130.26,268.82,37.33,129.09,11.03,340.92,267.16,1.26,0.05,26.61,0.0,0.03,0.0,0.82,256.32,1.31,0.0,0.55,0.97,9.61,37.97,0.06,0.14,0.11,1.03,0.12,12.22,37.97,9.47,179.67,egg,BFP056.json
BFP057,Cheese and mushroom omelette/omlet,bfp_manual,205.63,1.68,9.69,17.82,1.07,0.93,10077.5,5051.99,1014.59,184.53,148.77,246.95,16.69,400.29,181.05,1.01,0.06,16.83,0.0,0.1,0.03,1.06,242.34,0.93,4.97,0.33,9.06,5.71,25.02,0.04,0.14,0.24,0.81,0.11,10.48,25.02,0.37,366.96,egg,BFP057.json
BFP058,Spanish omelette/omlet,bfp_manual,157.45,5.1,8.25,11.44,1.03,2.54,6203.93,3315.99,735.0,145.23,31.72,108.46,22.27,233.87,185.74,1.28,0.12,14.63,0.0,0.21,0.03,0.93,159.67,0.79,5.18,0.28,18.53,4.81,40.25,0.17,0.09,0.97,0.82,0.17,7.96,40.25,18.83,1010.23,egg,BFP058.json
BFP059,Mixed stock,bfp_manual,25.19,0.33,2.06,1.71,0.2,0.15,497.77,743.09,354.35,10.55,2.06,21.44,3.07,9.51,39.43,0.07,0.01,1.33,0.0,0.01,0.0,0.13,5.93,0.02,0.05,0.0,0.5,0.0,1.82,0.01,0.01,0.82,0.13,0.05,0.26,1.82,0.28,208.05,cup,BFP059.json
BFP060,Meat stock,bfp_manual,24.48,0.0,2.1,1.78,0.0,0.0,517.24,775.86,362.07,11.03,0.86,20.69,2.41,8.62,31.03,0.05,0.01,1.38,0.0,0.0,0.0,0.12,6.21,0.01,0.0,0.0,0.0,0.0,0.69,0.01,0.01,0.84,0.12,0.05,0.17,0.69,0.0,0.0,cup,BFP060.json
BFP062,White stock,bfp_manual,6.99,0.4,0.07,0.56,0.24,0.17,344.34,138.24,28.25,1.39,1.58,2.12,0.92,1.56,11.78,0.03,0.01,0.01,0.0,0.01,0.0,0.02,6.26,0.02,0.05,0.0,0.65,0.0,1.38,0.0,0.0,0.01,0.02,0.01,0.11,1.38,0.34,251.45,cup,BFP062.json
BFP065,Meat consomme (with mutton),bfp_manual,29.76,0.51,14.86,13.68,0.24,0.71,8.81,3.91,14.76,0.0,115.88,177.19,38.67,12665.52,366.48,4.22,0.09,0.92,0.0,0.29,0.01,0.95,0.0,0.01,0.13,0.04,1.73,0.0,2.5,0.03,0.03,0.9,0.07,0.01,0.31,2.5,0.39,206.11,bowl,BFP065.json
BFP066,Consomme au julienne,bfp_manual,27.76,1.49,12.49,10.66,0.83,1.38,108.97,110.21,101.84,6.4,85.89,153.97,36.5,10208.47,350.86,3.34,0.11,2.71,0.0,0.28,0.01,0.9,0.72,0.08,0.37,0.18,4.97,2.89,7.18,0.02,0.02,0.9,0.24,0.08,0.97,7.18,1.53,1991.95,bowl,BFP066.json
BFP067,Consomme au vermicelli,bfp_manual,29.94,1.3,15.23,12.98,0.27,0.81,113.4,130.65,63.33,7.85,97.34,179.98,41.25,12524.61,367.55,3.98,0.12,3.43,0.0,0.3,0.01,1.05,0.89,0.05,0.17,0.22,1.72,3.55,3.21,0.02,0.02,1.06,0.22,0.07,0.84,3.21,0.39,202.9,bowl,BFP067.json
BFP072,Green pea soup (Matar ka soup),bfp_manual,39.81,3.63,11.06,12.9,0.87,2.49,892.63,532.86,135.79,4.16,46.63,103.29,38.39,10958.11,329.91,2.18,0.08,0.65,0.0,0.28,0.01,0.55,11.3,0.08,2.46,0.0,9.54,0.0,11.77,0.08,0.02,0.46,0.2,0.06,1.08,11.77,7.4,473.18,bowl,BFP072.json
BFP073,Spinach soup (Palak ka soup),bfp_manual,32.59,3.03,10.54,14.26,0.29,1.98,1078.77,427.86,122.66,4.24,56.23,98.1,50.72,12088.21,415.55,2.68,0.08,0.65,0.01,0.45,0.01,0.42,19.05,0.3,0.22,0.0,65.12,0.0,30.02,0.04,0.02,0.13,0.06,0.04,0.89,30.02,6.16,1919.31,bowl,BFP073.json
BFP074,Mixed vegetable soup,bfp_manual,35.71,2.95,8.22,11.66,1.64,1.64,1335.49,555.06,120.26,3.87,50.69,89.51,30.09,9202.27,295.84,1.74,0.06,0.37,0.0,0.21,0.01,0.33,17.39,0.1,1.38,0.0,4.74,0.0,7.17,0.02,0.02,0.14,0.13,0.03,0.71,7.17,4.55,1100.41,bowl,BFP074.json
BFP075,Cheese soup,bfp_manual,41.13,1.87,12.39,17.07,0.84,1.8,1911.77,807.87,126.5,9.56,83.65,153.98,39.83,13695.35,350.94,2.4,0.05,0.43,0.0,0.25,0.01,0.55,35.44,0.08,0.19,0.0,2.61,0.0,4.56,0.01,0.02,0.04,0.08,0.02,0.66,4.56,1.19,268.55,bowl,BFP075.json
BFP076,Mulligatawny soup,bfp_manual,54.42,8.24,11.26,13.28,1.26,2.6,781.44,317.78,116.0,3.05,43.89,113.18,39.75,11602.5,363.74,2.65,0.12,3.02,0.0,0.34,0.29,0.59,13.73,0.07,0.35,0.0,4.02,0.0,7.99,0.04,0.02,0.27,0.14,0.04,0.45,7.99,2.4,655.43,bowl,BFP076.json
BFP079,Cream of carrot soup,bfp_manual,59.77,5.69,8.27,12.35,1.77,1.98,2096.26,867.07,178.8,6.67,57.24,95.62,29.98,8694.79,289.87,1.73,0.06,0.31,0.0,0.24,0.03,0.38,30.94,0.14,0.49,0.0,5.34,0.0,8.14,0.02,0.03,0.14,0.16,0.04,0.86,8.14,2.29,1711.41,bowl,BFP079.json
BFP080,Cream of broccoli soup,bfp_manual,56.14,3.72,8.97,12.75,1.59,1.89,2282.01,951.92,182.28,7.67,66.55,108.55,30.93,8792.43,313.4,1.82,0.06,0.48,0.0,0.24,0.02,0.47,34.2,0.41,0.26,0.0,34.32,0.0,20.5,0.04,0.05,0.19,0.21,0.04,1.37,20.5,14.96,202.41,bowl,BFP080.json
BFP082,Cream of potato soup,bfp_manual,60.2,6.14,8.1,12.05,1.24,1.51,2043.44,846.39,152.88,6.53,51.97,92.56,31.03,8503.99,348.61,1.7,0.06,0.4,0.0,0.21,0.02,0.37,30.29,0.11,0.29,0.0,2.56,0.0,6.98,0.02,0.03,0.27,0.17,0.04,0.87,6.98,6.07,141.04,bowl,BFP082.json
BFP087,Almond soup (Badam ka soup),bfp_manual,78.65,3.68,10.13,13.8,1.94,0.91,2578.14,2371.07,616.89,28.18,114.95,164.86,38.93,8376.94,282.29,2.83,0.11,1.63,0.0,0.25,0.02,0.9,37.48,1.0,0.28,0.07,2.47,0.95,8.11,0.02,0.06,0.19,0.23,0.03,2.33,8.11,1.61,164.48,bowl,BFP087.json
BFP088,Cold cucumber cream soup ,bfp_manual,11.88,1.76,0.34,0.34,0.51,0.73,187.56,73.56,46.84,0.72,8.02,10.71,7.37,207.89,64.98,0.16,0.02,0.08,0.0,0.04,0.01,0.07,3.8,0.02,0.42,0.0,2.67,0.0,6.49,0.01,0.01,0.12,0.14,0.02,0.99,6.49,3.85,57.85,bowl,BFP088.json
BFP089,Cold tomato soup,bfp_manual,16.9,0.59,0.11,1.56,0.22,0.16,963.69,385.52,79.7,3.88,4.2,2.27,2.67,287.15,20.03,0.1,0.01,0.1,0.0,0.03,0.02,0.02,17.45,0.05,0.52,0.0,2.62,0.0,2.05,0.0,0.0,0.03,0.02,0.01,0.17,2.05,3.68,368.25,bowl,BFP089.json
BFP090,Chicken stew,bfp_manual,127.55,4.44,7.19,8.91,1.43,1.82,1988.35,3026.33,3328.22,32.34,31.53,85.88,24.38,79.62,270.59,0.9,0.09,4.97,0.0,0.63,0.05,0.57,18.19,1.81,2.56,0.0,9.85,0.0,12.23,0.05,0.07,2.84,0.48,0.23,1.13,12.23,7.04,1520.17,bowl,BFP090.json
BFP091,Veg paneer stew,bfp_manual,145.55,10.22,6.98,8.41,4.85,3.08,2836.67,2036.05,2959.74,0.0,160.51,122.33,33.52,73.15,272.77,1.37,0.14,7.23,0.03,0.87,0.08,1.1,0.0,2.25,4.88,0.0,17.95,0.0,43.37,0.08,0.07,0.65,0.36,0.13,6.63,43.37,13.68,2117.28,bowl,BFP091.json
BFP095,Tartare sauce,bfp_manual,610.93,2.96,1.44,66.12,2.18,0.42,5019.29,40196.82,17631.18,50.47,21.06,9.62,4.83,256.95,33.29,0.56,0.03,0.67,0.0,0.06,0.01,0.18,68.82,19.57,0.33,0.0,18.94,0.0,20.88,0.01,0.1,0.06,0.15,0.09,1.41,20.88,8.08,390.65,,BFP095.json
BFP096,Barbeque sauce,bfp_manual,121.93,20.46,0.96,4.51,18.88,0.69,544.97,971.86,2771.18,0.0,28.61,17.58,16.7,504.95,186.46,1.15,0.06,0.31,0.0,0.18,0.02,0.16,0.0,2.12,0.2,0.0,1.58,0.0,5.06,0.27,0.03,0.64,0.06,0.03,0.35,5.06,5.75,144.0,,BFP096.json
BFP097,Bread sauce,bfp_manual,111.04,8.69,3.46,7.05,4.63,0.56,4241.27,1804.13,241.55,8.48,110.72,88.42,11.07,88.84,122.76,0.31,0.05,1.38,0.0,0.24,0.01,0.36,38.13,0.26,0.21,0.0,1.31,0.0,10.32,0.05,0.1,0.22,0.3,0.05,1.8,10.32,2.13,194.4,,BFP097.json
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),bfp_manual,191.27,26.37,4.37,7.27,2.71,5.16,888.73,1432.34,4472.19,0.0,24.91,124.85,53.42,241.19,190.31,1.81,0.22,18.66,0.0,1.17,0.02,1.15,0.0,3.34,5.05,0.0,5.75,0.0,21.16,0.17,0.06,1.0,0.42,0.13,1.22,21.16,3.99,311.21,parantha,BFP108.json
BFP110,Methi parantha/paratha,bfp_manual,148.36,22.19,4.27,4.34,2.44,5.09,558.79,809.69,2655.25,0.0,65.85,112.69,54.87,48.36,193.92,2.42,0.21,15.87,0.01,1.17,0.02,1.04,0.0,1.96,4.68,0.0,80.9,0.0,31.2,0.16,0.09,0.94,0.44,0.18,1.89,31.2,13.85,2462.55,parantha,BFP110.json
BFP114,Bathua poori,bfp_manual,598.79,13.85,2.35,59.14,0.41,1.87,7228.86,12112.75,37288.29,0.6,30.83,46.16,21.24,49.71,98.54,0.96,0.08,5.37,0.0,0.55,0.01,0.48,2.25,28.96,2.1,0.0,31.33,0.0,9.65,0.06,0.08,0.37,0.21,0.05,0.28,9.65,5.02,482.82,poori,BFP114.json
BFP115,Gram flour poori (Besan poori),bfp_manual,697.66,10.93,2.59,71.51,0.35,1.94,8728.2,14666.25,45080.36,0.73,7.09,50.15,18.52,58.33,54.35,0.71,0.08,6.5,0.0,0.45,0.01,0.42,2.72,35.04,1.58,0.0,5.16,0.0,14.83,0.08,0.03,0.39,0.18,0.06,0.59,14.83,0.0,40.89,poori,BFP115.json
BFP116,Beetroot poori (Chukandar ki poori),bfp_manual,527.66,12.29,1.91,52.18,0.54,1.4,6371.72,10695.67,32904.93,0.53,5.38,38.66,15.32,46.48,56.25,0.6,0.07,4.6,0.0,0.34,0.01,0.34,1.99,25.55,1.75,0.0,3.64,0.0,9.18,0.05,0.02,0.28,0.15,0.03,0.25,9.18,0.28,52.56,poori,BFP116.json
BFP117,Peas poori (Matar ki poori),bfp_manual,592.83,14.92,3.04,57.69,0.48,2.25,7044.73,11826.76,36380.27,0.59,8.96,48.59,20.7,47.77,79.58,0.84,0.1,5.3,0.0,0.41,0.01,0.51,2.2,28.27,3.77,0.0,10.18,0.0,12.18,0.09,0.02,0.48,0.25,0.06,0.71,12.18,5.5,241.49,poori,BFP117.json
BFP118,Peas kachori (Matar kachori),bfp_manual,584.68,13.25,3.21,57.51,0.5,2.03,6905.43,11817.05,36371.71,0.0,14.25,30.8,16.13,55.45,91.63,0.77,0.09,0.4,0.0,0.26,0.01,0.4,0.0,28.29,3.99,0.0,14.45,0.0,15.19,0.09,0.02,0.44,0.26,0.06,1.03,15.19,9.35,346.38,kachori,BFP118.json
BFP122,Pizza,bfp_manual,146.77,9.94,6.85,8.72,1.38,1.71,3245.67,2710.49,2330.95,18.65,77.23,95.69,18.24,225.02,193.91,0.66,0.07,0.75,0.01,0.18,0.01,0.71,21.7,1.39,6.92,0.0,13.96,0.0,29.46,0.07,0.14,1.33,0.42,0.12,3.24,29.46,14.43,1498.75,slice,BFP122.json
BFP124,Bacon and mushroom pancake,bfp_manual,157.67,8.47,6.82,10.6,1.23,1.59,5524.99,3332.13,871.87,39.23,44.74,91.42,15.73,344.23,210.33,0.54,0.07,3.33,0.0,0.11,0.01,0.62,78.05,0.24,8.47,0.03,11.54,0.5,12.0,0.18,0.09,1.52,0.61,0.17,3.79,12.0,1.58,111.81,pancake,BFP124.json
BFP125,Cheese and tomato pancake,bfp_manual,147.39,10.66,5.15,9.28,3.48,1.06,5633.56,2467.14,427.64,38.27,127.51,160.54,16.3,281.62,151.49,0.64,0.06,2.54,0.0,0.15,0.01,0.66,100.44,0.36,4.27,0.03,8.82,0.55,14.99,0.05,0.08,0.3,0.36,0.07,2.61,14.99,8.81,1887.42,pancake,BFP125.json
BFP127,Minced meat pancake (with chicken),bfp_manual,116.04,8.18,12.01,10.48,1.29,0.7,2317.33,1229.41,311.17,33.26,64.72,138.44,25.38,4942.18,254.7,1.99,0.13,6.11,0.0,0.18,0.02,0.75,37.16,0.27,0.73,0.37,2.91,7.35,9.5,0.05,0.05,2.14,0.47,0.16,2.17,9.5,1.59,494.43,pancake,BFP127.json
BFP132,Eggplant/Brinjal rice (Vangi bhat),bfp_manual,184.8,31.74,5.28,3.67,4.36,4.44,546.79,1420.41,1411.9,0.0,36.02,104.3,46.75,59.06,305.33,1.91,0.3,3.84,0.01,0.57,0.14,0.88,0.0,0.83,3.64,0.0,9.03,0.0,26.48,0.14,0.07,1.19,0.48,0.12,0.92,26.48,1.11,372.78,plate,BFP132.json
BFP133,Kashmiri 'tahar',bfp_manual,98.21,19.11,1.95,1.37,0.17,0.98,760.23,346.3,118.32,3.02,3.93,35.26,7.58,61.29,40.82,0.32,0.07,0.31,0.0,0.22,0.04,0.28,11.32,0.1,0.04,0.0,0.5,0.0,2.44,0.04,0.02,0.62,0.14,0.05,0.08,2.44,0.01,40.06,plate,BFP133.json
BFP134,Cumin pulao (Jeera/Zeera pulao),bfp_manual,135.24,23.61,2.47,3.2,0.64,1.4,406.05,665.8,1959.83,0.0,7.25,45.21,11.29,219.73,62.11,0.33,0.09,0.39,0.0,0.27,0.03,0.36,0.0,1.49,0.1,0.0,1.5,0.0,5.12,0.06,0.02,0.78,0.19,0.07,0.29,5.12,0.52,22.5,plate,BFP134.json
BFP136,Peas pulao (Matar pulao),bfp_manual,108.87,18.42,3.89,1.9,1.3,3.21,250.63,389.75,1154.32,0.0,18.18,47.16,21.46,86.18,135.07,0.78,0.14,0.79,0.0,0.46,0.02,0.6,0.0,0.93,4.32,0.0,15.48,0.0,23.43,0.12,0.02,0.89,0.36,0.11,1.73,23.43,13.22,435.63,plate,BFP136.json
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),bfp_manual,116.53,19.72,3.6,2.3,1.59,3.16,294.5,451.73,1362.12,0.0,19.09,57.29,21.07,98.07,162.09,0.82,0.14,2.81,0.0,0.49,0.03,0.59,0.0,0.98,1.92,0.0,8.67,0.0,23.58,0.09,0.03,0.77,0.33,0.1,1.14,23.58,6.13,1281.25,plate,BFP137.json
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),bfp_manual,125.51,21.55,3.44,2.58,1.99,2.69,328.01,512.67,1520.63,0.0,16.51,59.48,20.05,103.09,148.31,0.77,0.14,3.58,0.0,0.51,0.03,0.57,0.0,1.04,0.46,0.0,2.36,0.0,22.26,0.07,0.03,0.74,0.3,0.09,0.91,22.26,2.04,107.28,plate,BFP138.json
BFP141,Mutton pulao,bfp_manual,130.77,11.26,6.52,10.78,1.0,1.65,1212.74,1665.93,2839.89,2.35,49.87,80.01,22.89,3115.59,177.66,1.25,0.11,0.59,0.0,0.49,0.04,0.41,8.22,2.11,0.38,0.0,2.03,0.0,5.94,0.06,0.04,1.21,0.15,0.05,0.44,5.94,0.68,61.83,plate,BFP141.json
BFP142,Chicken pulao,bfp_manual,108.24,11.17,6.07,8.48,0.99,1.64,1321.87,1873.06,1844.97,11.55,32.25,79.36,24.8,3093.47,170.81,0.98,0.11,1.78,0.0,0.49,0.04,0.51,12.17,1.1,0.37,0.0,1.89,0.0,5.79,0.05,0.04,1.12,0.26,0.09,0.59,5.79,0.67,57.46,plate,BFP142.json
BFP143,Mexican rice,bfp_manual,120.57,14.21,4.62,4.88,1.44,1.64,1319.72,1392.69,1834.46,11.9,14.51,60.72,14.39,93.42,147.26,0.55,0.08,0.56,0.0,0.28,0.02,0.8,0.77,1.4,3.58,0.0,8.31,0.0,10.25,0.06,0.05,1.34,0.32,0.1,1.03,10.25,8.25,1718.39,plate,BFP143.json
BFP144,Plain khitchdi (Plain khichri/khichdi),bfp_manual,57.03,10.04,1.72,1.01,0.12,0.85,538.13,250.79,96.34,2.14,5.05,30.71,9.97,37.14,69.32,0.31,0.07,1.88,0.0,0.16,0.04,0.22,8.03,0.07,0.14,0.0,1.92,0.0,4.56,0.03,0.01,0.34,0.12,0.03,0.08,4.56,0.14,102.54,small bowl,BFP144.json
BFP147,Instant idli (with semolina),bfp_manual,247.29,43.4,9.16,3.61,3.35,7.13,875.88,777.03,1580.84,3.12,93.2,136.84,42.92,1504.66,348.78,2.31,0.31,8.54,0.01,1.25,0.13,1.56,7.94,1.14,7.99,0.0,15.03,0.0,25.74,0.21,0.13,0.99,0.65,0.12,1.08,25.74,0.4,3788.41,idli,BFP147.json
BFP148,Plain dosa,bfp_manual,380.91,64.08,10.34,8.43,0.7,5.23,5030.31,2054.45,578.76,19.9,19.35,178.4,55.44,142.98,344.39,1.5,0.32,5.84,0.01,0.86,0.18,1.39,89.5,0.27,1.75,0.0,3.46,0.0,25.35,0.16,0.07,2.11,1.0,0.2,0.41,25.35,0.0,151.37,dosa,BFP148.json
BFP150,Masala dosa mixed vegetable fillings,bfp_manual,144.53,23.02,4.84,3.26,1.53,4.31,1456.66,744.0,759.59,5.18,31.79,82.16,36.14,122.08,329.75,1.21,0.17,2.62,0.01,0.47,0.09,0.72,23.32,0.55,5.17,0.0,17.83,0.0,32.21,0.11,0.04,1.04,0.59,0.15,1.72,32.21,18.77,2180.08,dosa,BFP150.json
